139,Oat Bran Flakes Health Valley
140,Babyfood Mixed Fruit Yogurt Strained
141,Abbott Ensure Plus Ready-To-Drink
142,Babyfood Rice And Apples Dry
143,Babyfood Juice Apple - Cherry
144,Milk Imitation Non-Soy
145,Babyfood Cereal Rice With Pears And Apple Dry Instant Fortified
146,Babyfood Banana No Tapioca Strained
147,Babyfood Banana Apple Dessert Strained
148,Breakfast Bar Corn Flake Crust With Fruit
149,Cheese Mozzarella Low Sodium
150,Mayonnaise Dressing No Cholesterol
151,Oil Corn Peanut And Olive
152,Pie Fillings Blueberry Canned
153,Cocktail Mix Non-Alcoholic Concentrated Frozen
154,Puddings Chocolate Flavor Low Calorie Regular Dry Mix
155,Puddings All Flavors Except Chocolate Low Calorie Regular Dry Mix
156,Scallops
157,Syrup Cane
158,Mollusks Snail Raw
159,Turtle Green Raw
160,Lemons
161,Lemon Juice Raw
162,Lemon Juice From Concentrate Canned Or Bottled
163,Lemon Peel Raw
164,Prickly Pears
165,Plums Dried (Prunes) Stewed Without Added Sugar
166,Plums Dried (Prunes) Stewed With Added Sugar
167,Shredded Coconut Meat (Sweetened)
168,Pummelo
169,Raspberries
170,Raspberries Canned Red Heavy Syrup Pack Solids And Liquids
171,Raspberries Frozen Red Sweetened
172,Rhubarb
173,Sapodilla
174,Mamey Sapote
175,Soursop
176,Strawberries
177,Tamarinds
178,Fruit Salad (Pineapple And Papaya And Banana And Guava) Tropical Canned Heavy Syrup Solids And Liquids
179,Watermelon
180,Maraschino Cherries (Canned)
181,Pineapple Canned Juice Pack Drained
182,Apricots Canned Heavy Syrup Drained
183,Cherries Sour Canned Water Pack Drained
184,Cherries Sweet Canned Pitted Heavy Syrup Drained
185,Apple Juice Canned Or Bottled Unsweetened With Added Ascorbic Acid
186,Applesauce Canned Unsweetened With Added Ascorbic Acid
187,Applesauce Canned Sweetened With Salt
188,Pink Grapefruit Juice
189,Apple Juice Frozen Concentrate Unsweetened Diluted With 3 Volume Water With Added Ascorbic Acid
190,Bartlett Pears
191,Red Anjou Pears
192,Bosc Pear
193,Green Anjou Pear
194,Prune Puree
195,Candied Fruit
196,Abiyuch
197,Rowal
198,Guava Nectar Canned With Added Ascorbic Acid
199,Mango Nectar Canned
200,Tamarind Nectar Canned
201,Pomegranate Juice Bottled
202,Nance Canned Syrup Drained
203,Nance Frozen Unsweetened
204,Naranjilla (Lulo) Pulp Frozen Unsweetened
205,Horned Melon (Kiwano)
206,Orange Pineapple Juice Blend
207,Fuji Apples
208,Orange Juice Chilled Includes From Concentrate With Added Calcium And Vitamins A D E
209,Fruit Juice Smoothie Naked Juice Mighty Mango
210,Fruit Juice Smoothie Naked Juice Green Machine
211,Fruit Juice Smoothie Bolthouse Farms Berry Boost
212,Fruit Juice Smoothie Bolthouse Farms Green Goodness
213,Fruit Juice Smoothie Bolthouse Farms Strawberry Banana
214,Apple Juice Canned Or Bottled Unsweetened With Added Ascorbic Acid Calcium And Potassium
215,Lemon Juice From Concentrate Bottled Concord
216,Lemon Juice From Concentrate Bottled Real Lemon
217,Cranberry Sauce Whole Canned Ocean Spray
218,Cranberry Sauce Jellied Canned Ocean Spray
219,Ruby Red Grapefruit Juice Blend (Grapefruit Grape Apple) Ocean Spray Bottled With Added Vitamin C
220,Pork Fresh Composite Of Trimmed Leg Loin Shoulder And Spareribs (Includes Cuts To Be Cured) Separable Lean And Fat Raw
221,Pork Fresh Backfat Raw
222,Pork Fresh Belly Raw
223,Pork Fresh Separable Fat Raw
224,Pork Fresh Leg (Ham) Rump Half Separable Lean And Fat Raw
225,Pork Fresh Leg (Ham) Rump Half Separable Lean And Fat Cooked Roasted
226,Pork Fresh Leg (Ham) Rump Half Separable Lean Only Raw
227,Pork Fresh Leg (Ham) Rump Half Separable Lean Only Cooked Roasted
228,Pork Fresh Loin Whole Separable Lean And Fat Raw
229,Pork Fresh Loin Whole Separable Lean And Fat Cooked Braised
230,Pork Loin
231,Pork Fresh Loin Whole Separable Lean And Fat Cooked Roasted
232,Pork Fresh Loin Blade (Chops Or Roasts) Bone-In Separable Lean And Fat Raw
233,Pork Chops (With Fat)
234,Pork Fresh Loin Blade (Chops) Bone-In Separable Lean And Fat Cooked Broiled
235,Pork Fresh Loin Blade (Roasts) Bone-In Separable Lean And Fat Cooked Roasted
236,Pork Fresh Loin Center Loin (Chops) Bone-In Separable Lean And Fat Cooked Braised
237,Pork Fresh Loin Center Loin (Chops) Bone-In Separable Lean And Fat Cooked Broiled
238,Pork Fresh Loin Center Loin (Roasts) Bone-In Separable Lean And Fat Cooked Roasted
239,Pork Fresh Loin Center Loin (Chops) Bone-In Separable Lean Only Raw
240,Pork Fresh Loin Center Rib (Chops) Bone-In Separable Lean And Fat Cooked Braised
241,Pork Fresh Loin Center Rib (Chops) Bone-In Separable Lean And Fat Cooked Broiled
242,Pork Fresh Loin Center Rib (Roasts) Bone-In Separable Lean And Fat Cooked Roasted
243,Pork Fresh Loin Center Rib (Chops Or Roasts) Bone-In Separable Lean Only Raw
244,Pork Fresh Loin Sirloin (Chops) Bone-In Separable Lean And Fat Cooked Braised
245,Pork Fresh Loin Sirloin (Chops) Bone-In Separable Lean And Fat Cooked Broiled
246,Pork Fresh Loin Sirloin (Roasts) Bone-In Separable Lean And Fat Cooked Roasted
247,Pork Fresh Loin Sirloin (Chops Or Roasts) Bone-In Separable Lean Only Raw
248,Pork Chops (Lean)
249,Pork Fresh Loin Top Loin (Chops) Boneless Separable Lean And Fat Raw
250,Pork Fresh Loin Top Loin (Chops) Boneless Separable Lean And Fat Cooked Braised
251,Pork Fresh Loin Top Loin (Chops) Boneless Separable Lean And Fat Cooked Broiled
252,Pork Fresh Loin Top Loin (Roasts) Boneless Separable Lean And Fat Cooked Roasted
253,Pork Fresh Shoulder Whole Separable Lean And Fat Raw
254,Pork Fresh Shoulder Whole Separable Lean And Fat Cooked Roasted
255,Pork Fresh Shoulder Whole Separable Lean Only Raw
256,Pork Fresh Shoulder Whole Separable Lean Only Cooked Roasted
257,Pork Fresh Shoulder Arm Picnic Separable Lean Only Cooked Braised
258,Pork Fresh Shoulder Arm Picnic Separable Lean Only Cooked Roasted
259,Pork Fresh Shoulder (Boston Butt) Blade (Steaks) Separable Lean And Fat Raw
260,Pork Fresh Shoulder (Boston Butt) Blade (Steaks) Separable Lean And Fat Cooked Braised
261,Boston Steak (Pork)
262,Pork Fresh Shoulder Blade Boston (Roasts) Separable Lean Only Cooked Roasted
263,Pork Fresh Spareribs Separable Lean And Fat Raw
264,Pork Spare Ribs
265,Pork Fresh Composite Of Trimmed Retail Cuts (Leg Loin And Shoulder) Separable Lean Only Cooked
266,Pork Fresh Variety Meats And By-Products Chitterlings Cooked Simmered
267,Pork Fresh Variety Meats And By-Products Ears Frozen Raw
268,Pork Fresh Variety Meats And By-Products Ears Frozen Cooked Simmered
269,Pork Fresh Variety Meats And By-Products Feet Raw
270,Pork Fresh Variety Meats And By-Products Kidneys Cooked Braised
271,Pork Fresh Variety Meats And By-Products Leaf Fat Raw
272,Pork Fresh Variety Meats And By-Products Liver Raw
273,Pork Fresh Variety Meats And By-Products Liver Cooked Braised
274,Pork Fresh Variety Meats And By-Products Lungs Raw
275,Pork Fresh Variety Meats And By-Products Spleen Raw
276,Pork Fresh Variety Meats And By-Products Spleen Cooked Braised
277,Pork Fresh Variety Meats And By-Products Stomach Raw
278,Pork Fresh Loin Blade (Chops) Bone-In Separable Lean Only Cooked Pan-Fried
279,Canadian Bacon (Raw)
280,Pork Cured Feet Pickled
281,Lean Cured Ham
282,Low Fat Cured Ham
283,Pork Cured Ham Patties Unheated
284,Pork Cured Ham Steak Boneless Extra Lean Unheated
285,Pork Cured Ham Whole Separable Lean And Fat Unheated
286,Pork Cured Ham Whole Separable Lean Only Unheated
287,Pork Cured Separable Fat (From Ham And Arm Picnic) Unheated
288,Pork Cured Separable Fat (From Ham And Arm Picnic) Roasted
289,Pork Cured Shoulder Arm Picnic Separable Lean And Fat Roasted
290,Pork Cured Shoulder Arm Picnic Separable Lean Only Roasted
291,Pork Fresh Variety Meats And By-Products Tail Cooked Simmered
292,Pork Fresh Loin Center Loin (Chops) Bone-In Separable Lean Only Cooked Pan-Fried
293,Pork Fresh Loin Center Rib (Chops) Bone-In Separable Lean Only Cooked Pan-Fried
294,Pork Fresh Loin Blade (Chops) Bone-In Separable Lean And Fat Cooked Pan-Fried
295,Pork Cured Ham Extra Lean And Regular Canned Unheated
296,Pork Cured Ham Extra Lean And Regular Canned Roasted
297,Pork Fresh Loin Top Loin (Chops) Boneless Separable Lean And Fat Cooked Pan-Fried
298,Pork Fresh Composite Of Trimmed Retail Cuts (Leg Loin Shoulder And Spareribs) Separable Lean And Fat Raw
299,Pork Fresh Loin Center Rib (Chops Or Roasts) Boneless Separable Lean And Fat Raw
300,Pork Fresh Loin Center Rib (Chops) Boneless Separable Lean And Fat Cooked Braised
301,Pork Fresh Loin Center Rib (Chops) Boneless Separable Lean And Fat Cooked Broiled
302,Pork Fresh Loin Center Rib (Chops) Boneless Separable Lean And Fat Cooked Pan-Fried
303,Pork Fresh Loin Center Rib (Chops) Boneless Separable Lean Only Cooked Pan-Fried
304,Pork Fresh Loin Center Rib (Roasts) Boneless Separable Lean Only Cooked Roasted
305,Pork Fresh Loin Country-Style Ribs Separable Lean And Fat Raw
306,Pork Fresh Loin Country-Style Ribs Separable Lean And Fat Cooked Braised
307,Country-Style Roasted Pork Ribs
308,Pork Fresh Loin Sirloin (Chops) Boneless Separable Lean And Fat Cooked Braised
309,Pork Fresh Loin Sirloin (Chops) Boneless Separable Lean And Fat Cooked Broiled
310,Pork Fresh Loin Sirloin (Roasts) Boneless Separable Lean And Fat Cooked Roasted
311,Pork Fresh Loin Sirloin (Chops Or Roasts) Boneless Separable Lean Only Raw
312,Pork Fresh Ground Raw
313,Cooked Ground Pork
314,Broiled Pork Tenderloin
315,Pork Fresh Loin Tenderloin Separable Lean And Fat Cooked Roasted
316,Pork Fresh Composite Of Trimmed Retail Cuts (Loin And Shoulder Blade) Separable Lean And Fat Cooked
317,Pork Fresh Composite Of Trimmed Retail Cuts (Loin And Shoulder Blade) Separable Lean Only Raw
318,Pork Fresh Composite Of Trimmed Retail Cuts (Loin And Shoulder Blade) Separable Lean Only Cooked
319,Hormel Cure 81 Ham
320,Hormel Always Tender Pork Tenderloin Teriyaki-Flavored
321,Hormel Canadian Style Bacon
322,Pork Fresh Loin Top Loin (Chops) Boneless Separable Lean Only With Added Solution Cooked Pan-Broiled
323,Pork Fresh Loin Top Loin (Chops) Boneless Separable Lean And Fat With Added Solution Cooked Pan-Broiled
324,Pork Cured Bacon Cooked Baked
325,Pork Cured Ham -- Water Added Rump Bone-In Separable Lean Only Heated Roasted
326,Pork Cured Ham -- Water Added Rump Bone-In Separable Lean Only Unheated
327,Pork Cured Ham -- Water Added Shank Bone-In Separable Lean Only Heated Roasted
328,Pork Cured Ham -- Water Added Slice Bone-In Separable Lean Only Heated Pan-Broil
329,Pork Cured Ham With Natural Juices Rump Bone-In Separable Lean Only Heated Roasted
330,Pork Cured Ham With Natural Juices Shank Bone-In Separable Lean Only Heated Roasted
331,Pillsbury Grands Buttermilk Biscuits Refrigerated Dough
332,Heinz Weight Watcher Chocolate Eclair Frozen
333,Interstate Brands Corp Wonder Hamburger Rolls
334,Nabisco Nabisco Snackwells Fat Free Devils Food Cookie Cakes
335,Crackers Cheese Sandwich-Type With Cheese Filling
336,Pancakes Plain Frozen Ready-To-Heat Microwave (Includes Buttermilk)
337,Toaster Pastries Fruit Frosted (Include Apples Blueberry Cherry Strawberry)
338,Toaster Pastries Fruit Toasted (Include Apple Blueberry Cherry Strawberry)
339,Muffin Blueberry Commercially Prepared Low-Fat
340,Pie Crust Refrigerated Regular Baked
341,Pie Crust Deep Dish Frozen Baked Made With Enriched Flour
342,Pie Crust Refrigerated Regular Unbaked
343,Crackers Whole-Wheat Reduced Fat
344,Crackers Wheat Reduced Fat
345,Bread Pan Dulce Sweet Yeast Bread
346,Keikitos (Muffins) Latino Bakery Item
347,Cake Pound Bimbo Bakeries Usa Panque Casero Home Baked Style
348,Pan Dulce La Ricura Salpora De Arroz Con Azucar Cookie-Like Contains Wheat Flour And Rice Flour
349,Garlic Bread Frozen
350,Cinnamon Buns Frosted (Includes Honey Buns)
351,Crackers Cheese Reduced Fat
352,Crackers Saltines Whole Wheat (Includes Multi-Grain)
353,Bread Potato
354,Bread Cheese
355,Focaccia Italian Flatbread Plain
356,Schifftigers Milk Bar
357,Toblerone Milk Chocolate With Honey And Almond Nougat
358,Snacks Corn-Based Extruded Onion-Flavor
359,Snacks Corn-Based Extruded Puffs Or Twists Cheese-Flavor
360,Snacks Kraft Cornnuts Plain
361,Snacks Crisped Rice Bar Chocolate Chip
362,Snacks Granola Bars Hard Chocolate Chip
363,Fruit Syrup
364,Snacks Granola Bars Soft Uncoated Plain
365,Snacks Granola Bars Soft Uncoated Peanut Butter
366,Topping Smuckers Magic Shell
367,Syrup Fruit Flavored
368,Snacks Oriental Mix Rice-Based
369,Snacks Popcorn Air-Popped
370,Snacks Popcorn Cheese-Flavor
371,Snacks Pork Skins Plain
372,Snacks Potato Chips Barbecue-Flavor
373,Snacks Potato Chips Sour-Cream-And-Onion-Flavor
374,Snacks M&m Mars Combos Snacks Cheddar Cheese Pretzel
375,Snacks Pretzels Hard Whole-Wheat Including Both Salted And Unsalted
376,Snacks Rice Cracker Brown Rice Plain
377,Snacks Rice Cakes Brown Rice Buckwheat
378,Snacks Trail Mix Tropical
379,Trail Mix
380,Snacks Tortilla Chips Taco-Flavor
381,Tootsie Roll Chocolate-Flavor Roll
382,Butterscotch Candy
383,Carob Unsweetened
384,Caramel Candy
385,Caramello Candy Bar
386,Semisweet Chocolate
387,Sweet Chocolate
388,Sweet Chocolate Coated Fondant
389,Hersheys Golden Almond Solitaires
390,Confectioners Coating Butterscotch
391,Ice Creams French Vanilla Soft-Serve
392,York Peppermint Pattie
393,Twizzlers Nibs Cherry Bits
394,Symphony Milk Chocolate Bar
395,5th Avenue Candy Bar
396,Fondant Prepared-From-Recipe
397,Fudge Chocolate Prepared-From-Recipe
398,Fudge Chocolate With Nuts Prepared-From-Recipe
399,Jelly Gumdrops
400,Hard Candy
401,Jellybeans
402,Kit Kat Wafer Bar
403,Krackel Chocolate Bar
404,Mars Snackfood Us Mars Almond Bar
405,Marshmallows
406,Halavah Plain
407,Nestle Oh Henry! Bar
408,Puddings Chocolate Dry Mix Instant Prepared With 2% Milk
409,Baking Chocolate Mexican Squares
410,Chocolate-Flavored Hazelnut Spread
411,Milk Chocolate Coated Peanuts
412,Glutino Gluten Free Wafers Lemon Flavored
413,Glutino Gluten Free Wafers Milk Chocolate
414,Marys Gone Crackers Original Crackers Organic Gluten Free
415,Pepperidge Farm Goldfish Baked Snack Crackers Cheddar
416,Pepperidge Farm Goldfish Baked Snack Crackers Explosive Pizza
417,Sage Valley Gluten Free Vanilla Sandwich Cookies
418,Schar Gluten-Free Classic White Rolls
419,Schar Gluten-Free Wheat-Free Classic White Bread
420,Udis Gluten Free Classic French Dinner Rolls
421,Vans Gluten Free Totally Original Waffles
422,Vans The Perfect 10 Crispy Six Whole Grain + Four Seed Baked Crackers Gluten Free
423,Bread Multi-Grain (Includes Whole-Grain)
424,Cookies Animal Crackers (Includes Arrowroot Tea Biscuits)
425,Sweet Potatoes French Fried Crosscut Frozen Unprepared
426,Sweet Potato Puffs Frozen Unprepared
427,Syrups Grenadine
428,Imitation Cheese American Or Cheddar Low Cholesterol
429,Babyfood Banana Juice With Low Fat Yogurt
430,Babyfood Mixed Fruit Juice With Low Fat Yogurt
431,Turkey Ham Sliced Extra Lean Prepackaged Or Deli-Sliced
432,Salad Dressing Peppercorn Dressing Commercial Regular
433,Mayonnaise Reduced-Calorie Or Diet Cholesterol-Free
434,Granola Bar Soft Milk Chocolate Coated Peanut Butter
435,Salad Dressing Italian Dressing Reduced Calorie
436,Cream Substitute Liquid Light
437,Cheese Monterey Low Fat
438,Creamy Dressing Made With Sour Cream And/or Buttermilk And Oil Reduced Calorie Fat-Free
439,Creamy Dressing Made With Sour Cream And/or Buttermilk And Oil Reduced Calorie Cholesterol-Free
440,Bologna Beef Low Fat
441,Mars Snackfood Us Twix Chocolate Fudge Cookie Bars
442,Frozen Yogurts Chocolate Nonfat Milk Sweetened Without Sugar
443,Frozen Yogurts Chocolate
444,Frozen Yogurts Flavors Other Than Chocolate
445,Papad
446,Rice Cake Cracker (Include Hain Mini Rice Cakes)
447,Mars Snackfood Us M&Ms Almond Chocolate
448,Salad Dressing Coleslaw Dressing Reduced Fat
449,Pork Cured Ham Low Sodium Lean And Fat Cooked
450,Pork Cured Ham Boneless Low Sodium Extra Lean (Approximately 5% Fat) Roasted
451,Salad Dressing Mayonnaise And Mayonnaise-Type Low Calorie
452,Frozen Novelties Juice Type Orange
453,Cheese Cottage Lowfat 1% Milkfat No Sodium Added
454,Mayonnaise Low Sodium Low Calorie Or Diet
455,Snacks Tortilla Chips Unsalted White Corn
456,Cranberry Juice Unsweetened
457,Beef Bologna Reduced Sodium
458,Turnip Greens Canned No Salt Added
459,Turkey Light Or Dark Meat Smoked Cooked With Skin Bone Removed
460,Cheese Pasteurized Process Cheddar Or American Low Sodium
461,Coffee Instant With Whitener Reduced Calorie
462,Cranberry-Apple Juice Drink Low Calorie With Vitamin C Added
463,Cheese Swiss Low Sodium
464,Babyfood Dinner Macaroni Beef And Tomato Sauce Toddler
465,Rolls Pumpernickel
466,Extruded Corn Chips
467,Beans Baked Canned No Salt Added
468,Jellyfish Dried Salted
469,Frozen Novelties Ice Cream Type Chocolate Or Caramel Covered With Nuts
470,Frankfurter Low Sodium
471,Frozen Novelties Ice Type Pop With Low Calorie Sweetener
472,Babyfood Dessert Peach Yogurt
473,Babyfood Dessert Blueberry Yogurt Strained
474,Babyfood Dessert Banana Yogurt Strained
475,Ice Creams Chocolate Rich
476,Snacks Tortilla Chips Light (Baked With Less Oil)
477,Post Honey Bunches Of Oats Honey Roasted
478,Popcorn Microwave Low Fat And Sodium
479,Babyfood Fruit Supreme Dessert
480,Cheese Swiss Low Fat
481,Sweeteners Tabletop Fructose Liquid
482,Puddings Chocolate Flavor Low Calorie Instant Dry Mix
483,Babyfood Grape Juice No Sugar Canned
484,Jellies Reduced Sugar Home Preserved
485,Puddings All Flavors Except Chocolate Low Calorie Instant Dry Mix
486,Vital Wheat Gluten
487,Frog Legs Raw
488,Fish Mackerel Salted
489,Java Plum
490,Jujube
491,Dried Jujube
492,Kiwifruit
493,Kumquats
494,Limes
495,Lime Juice
496,Lime Juice Canned Or Bottled Unsweetened
497,Dried Blueberries (Sweetened)
498,Prunes Canned Heavy Syrup Pack Solids And Liquids
499,Prunes (Low-Moisture)
500,Prunes Dehydrated (Low-Moisture) Stewed
501,Prunes (Dried Plums)
502,Quinces
503,Golden Seedless Raisins
504,Raisins
505,Raisins Seeded
506,Rambutan Canned Syrup Pack
507,Rhubarb Frozen Uncooked
508,Rhubarb Frozen Cooked With Sugar
509,Roselle
510,Rose Apples
511,Strawberries Canned Heavy Syrup Pack Solids And Liquids
512,Frozen Strawberries
513,Strawberries Frozen Sweetened Sliced
514,Sugar Apples
515,Feijoa
516,Asian Pears
517,Fruit Cocktail Canned Heavy Syrup Drained
518,Blueberries Canned Light Syrup Drained
519,Blueberries Wild Canned Heavy Syrup Drained
520,Peaches Canned Heavy Syrup Drained
521,Pears Canned Heavy Syrup Drained
522,Plums Canned Heavy Syrup Drained
523,Tangerines (Mandarin Oranges) Canned Juice Pack Drained
524,Peach Nectar Canned With Added Ascorbic Acid
525,Pear Nectar Canned With Added Ascorbic Acid
526,Pineapple Juice Canned Or Bottled Unsweetened With Added Ascorbic Acid
527,Apple Juice Frozen Concentrate Unsweetened Undiluted With Added Ascorbic Acid
528,Grapefruit Juice White Bottled Unsweetened Ocean Spray
529,Jackfruit Canned Syrup Pack
530,Medjool Dates
531,Durian
532,Pineapple (Traditional)
533,Pineapple Raw Extra Sweet Variety
534,Clementines
535,Guanabana Nectar Canned
536,Juice Apple And Grape Blend With Added Ascorbic Acid
537,Juice Apple Grape And Pear Blend With Added Ascorbic Acid And Calcium
538,Plantains Green Fried
539,Fried Yellow Plantains
540,Red Delicious Apples
541,Golden Delicious Apples
542,Granny Smith Apples
543,Gala Apples
544,Pineapple Juice Canned Not From Concentrate Unsweetened With Added Vitamins A C And E
545,Fortified Fruit Juice Smoothie
546,Grape Juice Canned Or Bottled Unsweetened With Added Ascorbic Acid And Calcium
547,Fruit Juice Smoothie Odwalla Original Superfood
548,Frozen Raspberries
549,Guava Nectar With Sucralose Canned
550,Kiwifruit Zespri Sungold Raw
551,Cranberry Juice Blend 100% Juice Bottled With Added Vitamin C And Calcium
552,Fruit Juice Smoothie Odwalla Strawberry Banana
553,Fruit Juice Smoothie Naked Juice Strawberry Banana
554,Pork Fresh Composite Of Separable Fat With Added Solution Cooked
